Indicador;Comunidad autónoma;Grupos de gasto;periodo;Total
PORCENTAJE;Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;25,1
PORCENTAJE;Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;29,2
PORCENTAJE;Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;28,3
PORCENTAJE;Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;24,0
PORCENTAJE;Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;19,2
PORCENTAJE;Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;22,6
PORCENTAJE;Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;23,0
PORCENTAJE;Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2023;22,1
PORCENTAJE;Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2022;27,6
PORCENTAJE;Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2021;24,1
PORCENTAJE;Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2020;29,8
PORCENTAJE;Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2019;28,4
PORCENTAJE;Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2018;29,3
PORCENTAJE;Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2017;28,8
PORCENTAJE;Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2016;33,1
PORCENTAJE;País Vasco;Libro y publicaciones periódicas;2023;25,4
PORCENTAJE;País Vasco;Libro y publicaciones periódicas;2022;29,1
PORCENTAJE;País Vasco;Libro y publicaciones periódicas;2021;29,0
PORCENTAJE;País Vasco;Libro y publicaciones periódicas;2020;30,7
PORCENTAJE;País Vasco;Libro y publicaciones periódicas;2019;26,5
PORCENTAJE;País Vasco;Libro y publicaciones periódicas;2018;27,8
PORCENTAJE;País Vasco;Libro y publicaciones periódicas;2017;28,5
PORCENTAJE;País Vasco;Libro y publicaciones periódicas;2016;28,6
PORCENTAJE;País Vasco;Servicios culturales;2023;23,3
PORCENTAJE;País Vasco;Servicios culturales;2022;17,8
PORCENTAJE;País Vasco;Servicios culturales;2021;15,8
PORCENTAJE;País Vasco;Servicios culturales;2020;9,7
PORCENTAJE;País Vasco;Servicios culturales;2019;20,2
PORCENTAJE;País Vasco;Servicios culturales;2018;17,6
PORCENTAJE;País Vasco;Servicios culturales;2017;19,6
PORCENTAJE;País Vasco;Servicios culturales;2016;16,6
PORCENTAJE;País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;25,8
PORCENTAJE;País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;27,9
PORCENTAJE;País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;29,7
PORCENTAJE;País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;31,2
PORCENTAJE;País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;26,1
PORCENTAJE;País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;23,4
PORCENTAJE;País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;22,1
PORCENTAJE;País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;23,9
PORCENTAJE;País Vasco;Telefonía móvil y servicios relacionados con Internet;2023;25,4
PORCENTAJE;País Vasco;Telefonía móvil y servicios relacionados con Internet;2022;25,1
PORCENTAJE;País Vasco;Telefonía móvil y servicios relacionados con Internet;2021;25,5
PORCENTAJE;País Vasco;Telefonía móvil y servicios relacionados con Internet;2020;28,4
PORCENTAJE;País Vasco;Telefonía móvil y servicios relacionados con Internet;2019;27,2
PORCENTAJE;País Vasco;Telefonía móvil y servicios relacionados con Internet;2018;31,3
PORCENTAJE;País Vasco;Telefonía móvil y servicios relacionados con Internet;2017;29,8
PORCENTAJE;País Vasco;Telefonía móvil y servicios relacionados con Internet;2016;30,9
PORCENTAJE;Rioja (La);Libro y publicaciones periódicas;2023;20,1
PORCENTAJE;Rioja (La);Libro y publicaciones periódicas;2022;23,2
PORCENTAJE;Rioja (La);Libro y publicaciones periódicas;2021;24,1
PORCENTAJE;Rioja (La);Libro y publicaciones periódicas;2020;29,1
PORCENTAJE;Rioja (La);Libro y publicaciones periódicas;2019;28,2
PORCENTAJE;Rioja (La);Libro y publicaciones periódicas;2018;25,4
PORCENTAJE;Rioja (La);Libro y publicaciones periódicas;2017;22,7
PORCENTAJE;Rioja (La);Libro y publicaciones periódicas;2016;23,6
PORCENTAJE;Rioja (La);Servicios culturales;2023;25,4
PORCENTAJE;Rioja (La);Servicios culturales;2022;25,0
PORCENTAJE;Rioja (La);Servicios culturales;2021;6,2
PORCENTAJE;Rioja (La);Servicios culturales;2020;6,1
PORCENTAJE;Rioja (La);Servicios culturales;2019;24,0
PORCENTAJE;Rioja (La);Servicios culturales;2018;21,7
PORCENTAJE;Rioja (La);Servicios culturales;2017;23,2
PORCENTAJE;Rioja (La);Servicios culturales;2016;17,3
PORCENTAJE;Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;25,7
PORCENTAJE;Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;25,3
PORCENTAJE;Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;42,2
PORCENTAJE;Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;28,1
PORCENTAJE;Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;22,1
PORCENTAJE;Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;22,4
PORCENTAJE;Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;20,9
PORCENTAJE;Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;22,0
PORCENTAJE;Rioja (La);Telefonía móvil y servicios relacionados con Internet;2023;28,8
PORCENTAJE;Rioja (La);Telefonía móvil y servicios relacionados con Internet;2022;26,5
PORCENTAJE;Rioja (La);Telefonía móvil y servicios relacionados con Internet;2021;27,5
PORCENTAJE;Rioja (La);Telefonía móvil y servicios relacionados con Internet;2020;36,7
PORCENTAJE;Rioja (La);Telefonía móvil y servicios relacionados con Internet;2019;25,7
PORCENTAJE;Rioja (La);Telefonía móvil y servicios relacionados con Internet;2018;30,5
PORCENTAJE;Rioja (La);Telefonía móvil y servicios relacionados con Internet;2017;33,2
PORCENTAJE;Rioja (La);Telefonía móvil y servicios relacionados con Internet;2016;37,0
PORCENTAJE;Ceuta y Melilla;Libro y publicaciones periódicas;2023;..
PORCENTAJE;Ceuta y Melilla;Libro y publicaciones periódicas;2022;..
PORCENTAJE;Ceuta y Melilla;Libro y publicaciones periódicas;2021;..
PORCENTAJE;Ceuta y Melilla;Libro y publicaciones periódicas;2020;..
PORCENTAJE;Ceuta y Melilla;Libro y publicaciones periódicas;2019;..
PORCENTAJE;Ceuta y Melilla;Libro y publicaciones periódicas;2018;..
PORCENTAJE;Ceuta y Melilla;Libro y publicaciones periódicas;2017;..
PORCENTAJE;Ceuta y Melilla;Libro y publicaciones periódicas;2016;..
PORCENTAJE;Ceuta y Melilla;Servicios culturales;2023;..
PORCENTAJE;Ceuta y Melilla;Servicios culturales;2022;..
PORCENTAJE;Ceuta y Melilla;Servicios culturales;2021;..
PORCENTAJE;Ceuta y Melilla;Servicios culturales;2020;..
PORCENTAJE;Ceuta y Melilla;Servicios culturales;2019;..
PORCENTAJE;Ceuta y Melilla;Servicios culturales;2018;..
PORCENTAJE;Ceuta y Melilla;Servicios culturales;2017;..
PORCENTAJE;Ceuta y Melilla;Servicios culturales;2016;..
PORCENTAJE;Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;..
PORCENTAJE;Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;..
PORCENTAJE;Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;..
PORCENTAJE;Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;..
PORCENTAJE;Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;..
PORCENTAJE;Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;..
PORCENTAJE;Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;..
PORCENTAJE;Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;..
PORCENTAJE;Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2023;..
PORCENTAJE;Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2022;..
PORCENTAJE;Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2021;..
PORCENTAJE;Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2020;..
PORCENTAJE;Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2019;..
PORCENTAJE;Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2018;..
PORCENTAJE;Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2017;..
PORCENTAJE;Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2016;..
GASTO MEDIO POR HOGAR (Euros);Andalucía;Libro y publicaciones periódicas;2023;66,1
GASTO MEDIO POR HOGAR (Euros);Andalucía;Libro y publicaciones periódicas;2022;55,9
GASTO MEDIO POR HOGAR (Euros);Andalucía;Libro y publicaciones periódicas;2021;73,0
GASTO MEDIO POR HOGAR (Euros);Andalucía;Libro y publicaciones periódicas;2020;57,2
GASTO MEDIO POR HOGAR (Euros);Andalucía;Libro y publicaciones periódicas;2019;64,9
GASTO MEDIO POR HOGAR (Euros);Andalucía;Libro y publicaciones periódicas;2018;82,1
GASTO MEDIO POR HOGAR (Euros);Andalucía;Libro y publicaciones periódicas;2017;81,7
GASTO MEDIO POR HOGAR (Euros);Andalucía;Libro y publicaciones periódicas;2016;101,6
GASTO MEDIO POR HOGAR (Euros);Andalucía;Servicios culturales;2023;95,0
GASTO MEDIO POR HOGAR (Euros);Andalucía;Servicios culturales;2022;119,6
GASTO MEDIO POR HOGAR (Euros);Andalucía;Servicios culturales;2021;54,1
GASTO MEDIO POR HOGAR (Euros);Andalucía;Servicios culturales;2020;50,7
GASTO MEDIO POR HOGAR (Euros);Andalucía;Servicios culturales;2019;131,0
GASTO MEDIO POR HOGAR (Euros);Andalucía;Servicios culturales;2018;132,5
GASTO MEDIO POR HOGAR (Euros);Andalucía;Servicios culturales;2017;122,6
GASTO MEDIO POR HOGAR (Euros);Andalucía;Servicios culturales;2016;110,7
GASTO MEDIO POR HOGAR (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;148,2
GASTO MEDIO POR HOGAR (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;165,5
GASTO MEDIO POR HOGAR (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;168,5
GASTO MEDIO POR HOGAR (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;164,8
GASTO MEDIO POR HOGAR (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;170,9
GASTO MEDIO POR HOGAR (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;145,4
GASTO MEDIO POR HOGAR (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;171,0
GASTO MEDIO POR HOGAR (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;169,4
GASTO MEDIO POR HOGAR (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2023;188,2
GASTO MEDIO POR HOGAR (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2022;210,5
GASTO MEDIO POR HOGAR (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2021;212,1
GASTO MEDIO POR HOGAR (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2020;222,0
GASTO MEDIO POR HOGAR (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2019;246,0
GASTO MEDIO POR HOGAR (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2018;284,0
GASTO MEDIO POR HOGAR (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2017;301,3
GASTO MEDIO POR HOGAR (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2016;333,1
GASTO MEDIO POR HOGAR (Euros);Aragón;Libro y publicaciones periódicas;2023;140,8
GASTO MEDIO POR HOGAR (Euros);Aragón;Libro y publicaciones periódicas;2022;156,8
GASTO MEDIO POR HOGAR (Euros);Aragón;Libro y publicaciones periódicas;2021;114,1
GASTO MEDIO POR HOGAR (Euros);Aragón;Libro y publicaciones periódicas;2020;159,1
GASTO MEDIO POR HOGAR (Euros);Aragón;Libro y publicaciones periódicas;2019;143,7
GASTO MEDIO POR HOGAR (Euros);Aragón;Libro y publicaciones periódicas;2018;149,4
GASTO MEDIO POR HOGAR (Euros);Aragón;Libro y publicaciones periódicas;2017;161,8
GASTO MEDIO POR HOGAR (Euros);Aragón;Libro y publicaciones periódicas;2016;171,3
GASTO MEDIO POR HOGAR (Euros);Aragón;Servicios culturales;2023;164,1
GASTO MEDIO POR HOGAR (Euros);Aragón;Servicios culturales;2022;88,3
GASTO MEDIO POR HOGAR (Euros);Aragón;Servicios culturales;2021;82,4
GASTO MEDIO POR HOGAR (Euros);Aragón;Servicios culturales;2020;63,9
GASTO MEDIO POR HOGAR (Euros);Aragón;Servicios culturales;2019;163,4
GASTO MEDIO POR HOGAR (Euros);Aragón;Servicios culturales;2018;134,6
GASTO MEDIO POR HOGAR (Euros);Aragón;Servicios culturales;2017;150,2
GASTO MEDIO POR HOGAR (Euros);Aragón;Servicios culturales;2016;186,7
GASTO MEDIO POR HOGAR (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;162,4
GASTO MEDIO POR HOGAR (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;191,2
GASTO MEDIO POR HOGAR (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;175,9
GASTO MEDIO POR HOGAR (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;211,2
GASTO MEDIO POR HOGAR (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;190,4
GASTO MEDIO POR HOGAR (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;140,8
GASTO MEDIO POR HOGAR (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;140,5
GASTO MEDIO POR HOGAR (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;176,8
GASTO MEDIO POR HOGAR (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2023;182,9
GASTO MEDIO POR HOGAR (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2022;183,5
GASTO MEDIO POR HOGAR (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2021;187,2
GASTO MEDIO POR HOGAR (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2020;195,3
GASTO MEDIO POR HOGAR (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2019;206,9
GASTO MEDIO POR HOGAR (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2018;191,8
GASTO MEDIO POR HOGAR (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2017;239,3
GASTO MEDIO POR HOGAR (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2016;276,4
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2023;125,3
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2022;152,1
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2021;119,3
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2020;84,9
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2019;117,0
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2018;134,8
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2017;168,7
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2016;181,1
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Servicios culturales;2023;90,3
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Servicios culturales;2022;86,8
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Servicios culturales;2021;44,3
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Servicios culturales;2020;28,1
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Servicios culturales;2019;104,9
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Servicios culturales;2018;59,3
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Servicios culturales;2017;86,6
GASTO MEDIO POR HOGAR (Euros);Asturias (Principado de);Servicios culturales;2016;85,0
